Laptop_name,Price(VND),GPU,CPU,RAM(GB),Storage(GB),Screen_size(inches)
Laptop HP 240 G8,12090000.0,Intel UHD Graphics,Intel Core i31115G4,4.0,256.0,14.0
Laptop HP Pavilion 15-eg2084TU,18790000.0,Intel Iris Xe Graphics,Intel Core i51240P,8.0,256.0,15.6
Laptop HP Envy 16-h0205TX,65390000.0,NVIDIA GeForce RTX 3060,Intel Core i912900H,32.0,512.0,16.0
Laptop HP Envy 16-h0206TX,62990000.0,NVIDIA GeForce RTX 3060,Intel Core i912900H,16.0,512.0,16.0
Laptop HP EliteBook 830 G9,31990000.0,Intel UHD Graphics,Intel Core i51235U,8.0,512.0,13.3
Laptop HP Pavilion X360 14-ek0133TU,21190000.0,Intel Iris Xe Graphics,Intel Core i51235U,16.0,512.0,14.0
Laptop HP Pavilion 14-dv2075TU,15690000.0,Intel Iris Xe Graphics,Intel Core i51235U,8.0,512.0,14.0
Laptop HP 15s-fq2712TU,11190000.0,Intel UHD Graphics,Intel Core i31115G4,8.0,256.0,15.6
Laptop HP 14s-DQ5100TU,17690000.0,Intel Iris Xe Graphics,Intel Core i51235U,8.0,256.0,14.0
Laptop HP EliteBook Dragonfly G3,52590000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,1024.0,13.5
Laptop HP EliteBook X360 1040 G9,49990000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,512.0,14.0
Laptop gaming HP Victus 16-e1107AX,23490000.0,NVIDIA GeForce RTX 3050,AMD Ryzen 5 6600H,8.0,512.0,16.1
Laptop HP EliteBook x360 1040 G8,44990000.0,Intel Iris Xe Graphics,Intel Core i51235U,16.0,512.0,14.0
Laptop gaming Acer Nitro 5 Tiger AN515-58-769J,21990000.0,NVIDIA GeForce RTX 3050,Intel Core i712700H,8.0,512.0,15.6
Laptop Dell Inspiron 14 T7420 N4I5021W,23190000.0,Intel UHD Graphics,Intel Core i51235U,8.0,512.0,14.0
Laptop HP ProBook 450 G9,25490000.0,Intel UHD Graphics,Intel Core i7 1260P,8.0,512.0,15.6
Laptop HP X360 830 G9,40990000.0,Intel UHD Graphics,Intel Core i71255U,8.0,512.0,13.3
Laptop HP Elitebook 630 G9,27790000.0,Intel Iris Xe Graphics,Intel Core i71255U,16.0,512.0,13.3
Laptop HP 14s-dq5053TU,17690000.0,Intel Iris Xe Graphics,Intel Core i51235U,8.0,512.0,14.0
Laptop HP 14s-dq5052TU,19890000.0,Intel Iris Xe Graphics,Intel Core i7 1260P,8.0,512.0,14.0
Laptop Asus Zenbook 14 OLED UX3402Z UX3402ZA-KM218W,25490000.0,Intel Iris Xe Graphics,Intel Core i51240P,8.0,512.0,14.0
Laptop HP Pavilion 15-eg2055TU,21990000.0,Intel Iris Xe Graphics,Intel Core i7 1260P,8.0,512.0,15.6
Laptop HP Elite Dragonfly G2,49990000.0,Intel Iris Xe Graphics,Intel Core i71165G7,16.0,512.0,13.3
Laptop HP 14s-fq1065AU,17890000.0,AMD Radeon Graphics,AMD Ryzen 5 5500U,8.0,512.0,14.0
Laptop gaming ASUS TUF Gaming FA507RR-HN835W,41090000.0,NVIDIA GeForce RTX 3070,AMD Ryzen 7 6800H,16.0,512.0,15.6
Laptop Acer Predator Helios 300 PH315-55-76KG,48490000.0,NVIDIA GeForce RTX 3060,Intel Core i712700H,16.0,512.0,15.6
Laptop HP Pavilion Aero 13-be0229AU,23590000.0,AMD Radeon Graphics,AMD Ryzen 7 5800U,8.0,512.0,13.3
Laptop Asus ROG Strix G15 G513RC-HN038W,26990000.0,NVIDIA GeForce RTX 3050,AMD Ryzen 7 6800HS,8.0,512.0,15.6
Laptop ASUS TUF Gaming FX506HC-HN144W,21990000.0,NVIDIA GeForce RTX 3050,Intel Core i511400H,8.0,512.0,15.6
Laptop HP ProBook 450 G8,20990000.0,Intel UHD Graphics,Intel Core i51135G7,8.0,512.0,15.6
Laptop HP Pavilion 14-dv1031TU,18990000.0,Intel Iris Xe Graphics,Intel Core i51155G7,8.0,512.0,14.0
Laptop HP Envy x360 13-bd0531TU,24990000.0,Intel UHD Graphics,Intel Core i51135G7,8.0,256.0,13.3
Laptop HP Pavilion 14-dv0516TU,14590000.0,Intel UHD Graphics,Intel Core i31125G4,4.0,256.0,14.0
Laptop AI HP Envy X360 13-ay1056AU,30290000.0,AMD Radeon Graphics,AMD Ryzen 7 5800U,8.0,256.0,13.3
Laptop ACER Aspire 7 A715-42G-R05G,20490000.0,NVIDIA GeForce GTX 1650,AMD Ryzen 5 5500U,8.0,512.0,15.6
Laptop HP Elitebook 840 G8  (i7-1165G7/ RAM 16GB/ Onboard/ 512GB SSD/,36175000.0,Intel Iris Xe Graphics,Intel Core i71165G7,16.0,512.0,14.0
Laptop gaming ACER Nitro 5 Eagle AN515-57-54MV,16990000.0,NVIDIA GeForce RTX 3050,Intel Core i511400H,8.0,512.0,15.6
Laptop Dell Vostro 14 3405,17390000.0,AMD Radeon Vega 8 Graphics,AMD Ryzen 5 3500U,8.0,512.0,14.0
MacBook Pro M2 2022 13 inch,39050000.0,,Apple M2,16.0,256.0,13.3
MacBook Air M3 2024 13 inch,31990000.0,,Apple M3,16.0,256.0,13.6
"Apple MacBook Air Apple M2 13.6""",28990000.0,,Apple M2,16.0,256.0,13.6
MacBook Air M3 2024 15 inch,31290000.0,,Apple M3,8.0,256.0,15.3
MacBook Pro 16 inch M3 Max 2023,91890000.0,,Apple M3 Max,36.0,1024.0,16.0
MacBook Pro 14 inch M2 Pro 2023,52290000.0,,Apple M2 Pro,16.0,512.0,14.2
MacBook Pro 16 inch M2 Pro 2023,65090000.0,,Apple M2 Pro,16.0,512.0,16.2
"Apple MacBook Air 2019 Core i5 13.3""",36990000.0,,Intel Core i5,8.0,256.0,13.3
Macbook Pro M3 2023 14 inch,70490000.0,,Apple M3 Pro,36.0,512.0,14.2
"Máy tính xách tay Macbook Pro 14"" M3 Max 14C CPU/ 30C GPU/ 36GB/ RAM 2TB SSD  Z1AW",93990000.0,,Apple M3 Max,36.0,2048.0,14.0
"Apple MacBook Pro M3 Max 16""",182490000.0,,Apple M3 Max,128.0,8192.0,16.0
MacBook Pro 16 inch M2 Max 2023,100190000.0,,Apple M2 Max,64.0,1024.0,16.2
Macbook Pro 14 inch M2 Max 2023,80790000.0,,Apple M2 Max,32.0,1024.0,14.2
Laptop Dell Inspiron 15 3530 - P16WD2,19190000.0,Intel UHD Graphics,Intel Core i51334U,16.0,512.0,15.6
Laptop MSI Modern 14 F13MG-027VN,16690000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,14.0
Laptop MSI Modern 15 F13MG-082VN,17490000.0,,Intel Core i51335U,16.0,512.0,15.6
Laptop Lenovo LOQ 15IRX9 - 83DV00UGVN,32990000.0,NVIDIA GeForce RTX 4050,Intel Core i713650HX,24.0,512.0,15.6
Laptop Lenovo Yoga Pro 7 14ASP9 - 83HN0022VN,41990000.0,AMD Radeon 880M,AMD Ryzen AI 9 365,160.0,1024.0,14.5
Laptop MSI Prestige A16 AI+ A3HMG-045VN,40990000.0,AMD Radeon 880M,AMD Ryzen AI 9 365,160.0,1024.0,16.0
Laptop Lenovo Ideapad 1 14ALC7 - 82R30099VN,12790000.0,AMD Radeon Vega 7 Graphics,AMD Ryzen 5 5625U,16.0,512.0,14.0
Laptop Lenovo Legion Pro 7 16IRX9H - 83DE001NVN,88990000.0,NVIDIA GeForce RTX 4080,Intel Core i914900HX,32.0,1024.0,16.0
Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D00003VN,20990000.0,Intel Iris Xe Graphics,Intel Core 5 120U,32.0,512.0,15.3
Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D0000EVN,19790000.0,Intel Iris Xe Graphics,Intel Core 5 120U,16.0,512.0,15.3
Laptop Lenovo IdeaPad Slim 5 14IMH9 - 83DA006UVN,25690000.0,Intel Arc Graphics,Intel Core Ultra 7155H,16.0,512.0,14.0
Laptop HP Victus 15-fa1155TX,24290000.0,NVIDIA GeForce RTX 2050,Intel Core i512450H,16.0,512.0,15.6
Laptop HP Victus 16-s0173AX - A9LG9PA,27390000.0,NVIDIA GeForce RTX 3050,AMD Ryzen 5 7640HS,16.0,512.0,16.1
Laptop ACER Predator Helios Neo PHN16-72-78DQ,46990000.0,NVIDIA GeForce RTX 4060,Intel Core i714650HX,16.0,1024.0,16.0
Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS,25590000.0,Intel Arc Graphics,Intel Core Ultra 5125H,16.0,512.0,14.0
Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS,28390000.0,Intel Arc Graphics,Intel Core Ultra 7155H,16.0,512.0,14.0
Laptop gaming ACER Nitro V 16 ProPanel ANV16-41-R6NA,33390000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8845HS,16.0,512.0,16.0
Laptop LG Gram 14T90S-G.AH55A5,42990000.0,Intel Arc Graphics,Intel Core Ultra 5125H,16.0,512.0,14.0
Laptop MSI Pulse 17 AI C1VGKG-017VN,51990000.0,NVIDIA GeForce RTX 4070,Intel Core Ultra 7155H,32.0,1024.0,17.0
Laptop gaming MSI Stealth 16 AI Studio A1VGG-240VN,64990000.0,NVIDIA GeForce RTX 4070,Intel Core Ultra 7155H,32.0,2048.0,16.0
Laptop Asus Vivobook S 14 OLED S5406MA-PP219WS,26990000.0,Intel Arc Graphics,Intel Core Ultra 5125H,16.0,512.0,14.0
Laptop ASUS Zenbook 14 Oled UX3405MA-PP475W,34890000.0,Intel Arc Graphics,Intel Core Ultra 9185H,32.0,1024.0,14.0
Laptop gaming HP Victus 16-s0142AX - 9Q989PA,36590000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,32.0,512.0,16.1
Laptop AI HP Envy x360 14-fc0089TU - A19BZPA,32590000.0,Intel Arc Graphics,Intel Core Ultra 7155U,16.0,512.0,14.0
Laptop HP Victus 16-s0144AX - 9Q991PA,30490000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 5 7640HS,32.0,512.0,16.1
Laptop AI Lenovo LOQ 15AHP9 - 83DX0085VN,33990000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8845HS,16.0,512.0,15.6
Laptop MSI Prestige 16 AI Studio B1VFG-082VN,54990000.0,NVIDIA GeForce RTX 4060,Intel Core Ultra 9185H,32.0,1024.0,16.0
Laptop MSI Creator 16 AI Studio A1VHG-079VN,89990000.0,NVIDIA GeForce RTX 4080,Intel Core Ultra 9185H,64.0,2048.0,16.0
Laptop MSI Creator 16 AI Studio A1VIG-078VN,109990000.0,NVIDIA GeForce RTX 4090,Intel Core Ultra 9185H,64.0,2048.0,16.0
Laptop AI HP Omen 16-xf0071AX - 8W946PA,55790000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7840HS,32.0,1024.0,16.1
Laptop AI HP Victus 16-s0141AX - 9Q988PA,33790000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,32.0,512.0,16.1
Laptop AI HP Victus 16-s0139AX - 9Q986PA,35190000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7840HS,32.0,512.0,16.1
Laptop AI HP Victus 16-s0138AX - 9Q985PA,39090000.0,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,32.0,512.0,16.1
Laptop AI ACER Nitro 16 AN16-41-R60F,34390000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 7 7840HS,8.0,512.0,16.0
Laptop gaming ACER Nitro 16 AN16-41-R76E,40590000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 9 7940HS,16.0,512.0,16.0
Laptop AI ACER Nitro 16 AN16-41-R3SM,38190000.0,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7840HS,16.0,512.0,16.0
Laptop gaming ACER Nitro 16 Phoenix AN16-41-R50Z,29590000.0,NVIDIA GeForce RTX 4050,AMD Ryzen 5 7640HS,8.0,512.0,16.0
Laptop MSI Thin 15 B13UC-1411VN,21990000.0,NVIDIA GeForce RTX 3050,Intel Core i713620H,8.0,512.0,15.6
Laptop MSI Thin 15 B12UC-1416VN,19990000.0,NVIDIA GeForce RTX 3050,Intel Core i512450H,8.0,512.0,15.6
Laptop MSI Thin A15 B7UC-026VN,20990000.0,NVIDIA GeForce RTX 3050,AMD Ryzen 5 7535HS,8.0,512.0,15.6
Laptop Lenovo LOQ 15IAX9 - 83GS001QVN,26990000.0,NVIDIA GeForce RTX 4050,Intel Core i512450HX,12.0,512.0,15.6
Laptop Dell Inspiron 15 3520 N3520-i5U165W11BLU-FP,16490000.0,Intel UHD Graphics,Intel Core i51235U,16.0,512.0,15.6
Laptop Dell Inspiron 16 5640 - KHPF5,29490000.0,NVIDIA GeForce MX570,Intel Core 7 150U,16.0,1024.0,16.0
Laptop Lenovo LOQ 15IRX9 - 83DV00UFVN,35990000.0,NVIDIA GeForce RTX 4060,Intel Core i713650HX,24.0,512.0,15.6
Laptop ASUS TUF Gaming A15 FA506NFR-HN075W,18990000.0,NVIDIA GeForce RTX 2050,AMD Ryzen 7 7435HS,16.0,512.0,15.6
Laptop MSI Sword 16 HX B14VFKG-460VN,39990000.0,NVIDIA GeForce RTX 4060,Intel Core i714650HX,16.0,1024.0,16.0
Laptop Dell Inspiron 15 3530 N3530-i3U165W11SLU,13890000.0,Intel UHD Graphics,Intel Core i31305U,16.0,512.0,15.6
Laptop MSI Sword 16 HX B14VGKG-466VN,41990000.0,NVIDIA GeForce RTX 4070,Intel Core i714650HX,16.0,1024.0,16.0
Laptop MSI Raider GE68 HX 14VHG-646VN,89990000.0,NVIDIA GeForce RTX 4080,Intel Core i914900HX,32.0,2048.0,16.0
Laptop MSI Katana 15 B13VGK-2065VN,38990000.0,NVIDIA GeForce RTX 4070,Intel Core i713620H,16.0,1024.0,15.6
Laptop MSI Sword 16 HX B14VEKG-459VN,35990000.0,NVIDIA GeForce RTX 4050,Intel Core i714700HX,16.0,1024.0,16.0
Laptop gaming HP Victus 16-r0226TX - 9Q977PA,35490000.0,NVIDIA GeForce RTX 4050,Intel Core i713700H,32.0,512.0,16.1
Laptop Lenovo IdeaPad 3 14IAU7 - 82RJ00F9VN,13390000.0,Intel UHD Graphics,Intel Core i31215U,16.0,512.0,14.0
Laptop Lenovo Ideapad 3 15IAU7 - 82RK015AVN,12490000.0,Intel UHD Graphics,Intel Core i31215U,16.0,512.0,15.6
Laptop Lenovo Ideapad Slim 3 15ABR8 - 82XM00EHVN,14490000.0,AMD Radeon Graphics,AMD Ryzen 7 7730U,16.0,512.0,15.6
Laptop gaming ASUS TUF Gaming F15 FX507VV-LP181W,34990000.0,NVIDIA GeForce RTX 4060,Intel Core i713620H,32.0,512.0,15.6
Laptop MSI Creator Z17 HX Studio A14VFT-273VN,68990000.0,NVIDIA GeForce RTX 4060,Intel Core i714700HX,64.0,2048.0,17.0
Laptop MSI Creator Z17 HX Studio A14VGT-272VN,71990000.0,NVIDIA GeForce RTX 4070,Intel Core i714700HX,32.0,2048.0,17.0
Laptop Acer Aspire 15 - A15-51P-53T8,15990000.0,Intel UHD Graphics,Intel Core 5 120U,16.0,512.0,15.6
Laptop MSI Sword 16 HX B14VGKG-038VN,42990000.0,NVIDIA GeForce RTX 4070,Intel Core i714700HX,16.0,1024.0,16.0
Laptop MSI Creator M16 HX C14VFG-040VN,45990000.0,NVIDIA GeForce RTX 4060,Intel Core i714700HX,32.0,1024.0,16.0
Laptop Dell Inspiron 14 5440 - N5440-i5U085W11IBU,19290000.0,Intel UHD Graphics,Intel Core i51334U,8.0,512.0,14.0
Laptop Acer Gaming Predator Helios 16 - PH16-72-95ZM,75390000.0,NVIDIA GeForce RTX 4080,Intel Core i914900HX,32.0,1024.0,16.0
Laptop ASUS Vivobook S 14 Flip TN3402YA-LZ192W,18990000.0,AMD Radeon Graphics,AMD Ryzen 5 7530U,16.0,512.0,14.0
Laptop ASUS Vivobook S 16 OLED M5606NA-MX029W,21390000.0,AMD Radeon 660M,AMD Ryzen 5 7535HS,16.0,512.0,15.6
Laptop Asus ROG Strix G16 G614JVR-N4141W,48990000.0,NVIDIA GeForce RTX 4060,Intel Core i914900HX,32.0,512.0,16.0
Laptop gaming Lenovo LOQ 15IAX9 - 83FQ0005VN,19990000.0,Intel Arc A530M 4GB GDDR6,Intel Core i512450HX,16.0,512.0,15.6
Laptop Acer Swift Go SFG14-41-R5JK,18590000.0,AMD Radeon Graphics,AMD Ryzen 5 7530U,16.0,1024.0,14.0
Laptop MSI Raider GE68 HX 14VIG-496VN,89990000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,32.0,2048.0,16.0
Laptop HP ProBook 440 G10 - 9H8U1PT,16990000.0,Intel UHD Graphics,Intel Core i31315U,8.0,256.0,14.0
Laptop HP ProBook 440 G10 - 9H8U3PT,20590000.0,Intel UHD Graphics,Intel Core i51335U,8.0,256.0,14.0
Laptop HP Spectre x360 14-ef2062TU - 8F5T5PA,47590000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,1024.0,13.5
Laptop HP Victus 16-r0227TX - 9Q978PA,32890000.0,NVIDIA GeForce RTX 4060,Intel Core i513500H,32.0,512.0,16.1
Laptop MSI Titan 18 HX A14VIG-205VN,149990000.0,NVIDIA GeForce RTX 4090,Intel Core i914900HX,128.0,2048.0,18.0
Laptop ASUS Zenbook 14 OLED - UM3402YA-KM405W,21690000.0,AMD Radeon Graphics,AMD Ryzen 5 7530U,16.0,512.0,14.0
Laptop HP Elitebook 630 G10 - 9J0B4PT,23590000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,13.3
Laptop ACER Aspire 3 A315-510P-34XZ,10990000.0,Intel UHD Graphics 770,Intel Core i3N305,8.0,512.0,15.6
Laptop HP 240 G10 - 9H2E4PT,19590000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,14.0
Laptop HP 240 G10 - 9H2E6PT,21990000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,14.0
Laptop HP ProBook 450 G10 - 9H1N8PT,26390000.0,NVIDIA GeForce RTX 2050,Intel Core i51335U,16.0,512.0,15.6
Laptop HP Probook 450 G10 - 9H1N5PT,22590000.0,Intel Iris Xe Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop HP 240 G10 - 9H2E0PT,13790000.0,Intel UHD Graphics,Intel Core i31315U,8.0,512.0,14.0
Laptop Lenovo Ideapad Slim 5-14IAH8,15990000.0,Intel UHD Graphics,Intel Core i512450H,16.0,1024.0,14.0
Laptop ACER Aspire 5 A515-58P-35EU,12290000.0,Intel UHD Graphics,Intel Core i31305U,8.0,512.0,15.6
Laptop ACER Aspire 5 A515-58M-951T,23990000.0,Intel Iris Xe Graphics,Intel Core i913900H,16.0,512.0,15.6
Laptop ACER Predator Helios Neo PHN16-71-547E,40890000.0,NVIDIA GeForce RTX 4060,Intel Core i513500HX,16.0,512.0,16.0
Laptop Dell Mobile Precision Workstation 5680 - 71023333,78800000.0,NVIDIA GeForce RTX A1000,Intel Core i713800H,16.0,512.0,16.0
Laptop Dell Mobile Precision Workstation 7680 - 71023334,74200000.0,NVIDIA GeForce RTX 2000,Intel Core i713850HX,16.0,512.0,16.0
Laptop Dell Mobile Precision Workstation 7680 - 71024681,81300000.0,NVIDIA GeForce RTX 2000,Intel Core i713850HX,32.0,1024.0,16.0
Laptop Dell Mobile Precision Workstation 3581 - 71024679,57200000.0,NVIDIA GeForce RTX A1000,Intel Core i713800H,32.0,1024.0,15.6
Laptop Dell Mobile Precision Workstation 5680 - 71024680,101700000.0,NVIDIA GeForce RTX 2000,Intel Core i913900H,32.0,1024.0,16.0
Laptop HP 14s-dq5121TU - 8W355PA,12990000.0,Intel UHD Graphics,Intel Core i31215U,8.0,512.0,14.0
Laptop Dell Latitude 3540 - 71021488,24490000.0,Intel Iris Xe Graphics,Intel Core i71355U,8.0,256.0,15.6
Laptop Dell Mobile Precision Workstation 5680 - 71023332,84700000.0,NVIDIA GeForce RTX 2000,Intel Core i713800H,16.0,512.0,16.0
Laptop Dell Mobile Precision Workstation 3480 - 71024682,49900000.0,NVIDIA GeForce RTX A500,Intel Core i71370P,32.0,1024.0,14.0
Laptop Dell Latitude 3540 - 71021486,16590000.0,Intel UHD Graphics,Intel Core i31315U,8.0,256.0,15.6
Laptop HP 15s-fq5231TU - 8U241PA,11990000.0,Intel UHD Graphics,Intel Core i31215U,8.0,256.0,15.6
Laptop gaming HP Victus 15-fb1023AX - 94F20PA,22790000.0,NVIDIA GeForce RTX 2050,AMD Ryzen 5 7535HS,8.0,512.0,15.6
Laptop gaming ACER Nitro 5 AN515-58-50EE,23890000.0,NVIDIA GeForce RTX 3050,Intel Core i512450H,8.0,512.0,15.6
Laptop ACER Aspire 7 A715-76-728X,19590000.0,Intel UHD Graphics,Intel Core i712650H,16.0,512.0,15.6
Laptop HP ZBook Firefly 16 G10 - 740J1AV,48590000.0,NVIDIA GeForce RTX A500,Intel Core i71355U,16.0,512.0,16.0
Laptop HP ProBook 445 G10 - 878T1PA,17290000.0,AMD Radeon Graphics,AMD Ryzen 5 7530U,8.0,256.0,14.0
Laptop ACER Aspire 3 A315-59-31BT,10490000.0,Intel UHD Graphics,Intel Core i31215U,8.0,256.0,15.6
Laptop ACER Aspire 5 A515-58P-56RP,16290000.0,Intel UHD Graphics,Intel Core i51335U,16.0,512.0,15.6
Laptop HP 15-fd0084TU - 8D737PA,21690000.0,Intel UHD Graphics,Intel Core i71355U,8.0,512.0,15.6
Laptop HP 240 G10 - 8F134PA,18790000.0,Intel UHD Graphics,Intel Core i51335U,8.0,512.0,14.0
Laptop HP Pavilion 15-eg3095TU - 8C5L6PA,18590000.0,Intel Iris Xe Graphics,Intel Core i51335U,8.0,512.0,15.6
Laptop HP ProBook 440 G10 - 873B1PA,22690000.0,Intel Iris Xe Graphics,Intel Core i51340P,8.0,512.0,14.0
Laptop HP Elite x360 830 G10 - 876C5PA,41890000.0,Intel Iris Xe Graphics,Intel Core i71355U,16.0,512.0,13.3
Laptop Lenovo LOQ 15IRH8 - 82XV00D5VN,35990000.0,NVIDIA GeForce RTX 4060,Intel Core i713620H,16.0,512.0,15.6
Laptop Asus Vivobook 14X OLED K3405ZF-KM086W,25990000.0,NVIDIA GeForce RTX 2050,Intel Core i512450H,16.0,512.0,14.0
Laptop Acer Aspire 5 A515-58P-34RJ,13090000.0,Intel UHD Graphics,Intel Core i31315U,8.0,512.0,15.6
Laptop Acer Predator Helios Neo PHN16-71-59TN,39990000.0,NVIDIA GeForce RTX 4060,Intel Core i513500HX,16.0,512.0,16.0
Laptop ACER Aspire 7 A715-76G-5132,20990000.0,NVIDIA GeForce GTX 1650,Intel Core i512450H,8.0,512.0,15.6
Laptop Asus VivoBook S 14 Flip TN3402YA-LZ026W,18990000.0,AMD Radeon Graphics,AMD Ryzen 5 7530U,8.0,512.0,14.0
Laptop Lenovo V15 G3 IAP - 82TT00ARVN,13090000.0,Intel UHD Graphics,Intel Core i31215U,8.0,256.0,15.6
Laptop Lenovo V15 G3 IAP - 82TT00ATVN,17290000.0,Intel Iris Xe Graphics,Intel Core i51235U,8.0,512.0,15.6
Laptop Asus Vivobook X1504VA-NJ023W,22190000.0,Intel Iris Xe Graphics,Intel Core i71355U,8.0,512.0,15.6
Laptop ASUS Vivobook 15 OLED A1505VA-L1052W,20490000.0,Intel UHD Graphics,Intel Core i513500H,8.0,512.0,15.6
Laptop Gigabyte A5 K1-AVN1030SB,20690000.0,NVIDIA GeForce RTX 3060,AMD Ryzen 5 5600H,8.0,512.0,15.6
Laptop HP Envy X360 13-bf0112TU - 7C0N9PA,27890000.0,Intel Iris Xe Graphics,Intel Core i51230U,16.0,512.0,13.3
"Máy tính xách tay Macbook Air 13.6""",36990000.0,,Apple M3,16.0,512.0,13.6
"Apple MacBook Air M3 13.6""",36990000.0,,Apple M3,16.0,512.0,13.6
MacBook Pro 14 inch M2 Max 2023,93890000.0,,Apple M2 Max,64.0,1024.0,14.2
