Product name,Price,Brand,CPU Model,RAM size,Storage,Screen size,Battery,CPU Cache Size,CPU Cores,CPU Frequency,NPU,GPU,RAM frequency,RAM slots,RAM type,Audio,Webcam,OS,Ports,Size,Weight,Material,Color,Wireless connection,Keyboard,LED,Security,box,Series laptop,Part-number,Warranty,Refresh rate,Display Resolution,Screen Brightness ,Usage category
Laptop gaming HP Omen 16-xf0070AX - 8W945PA,59590000.0,HP,AMD Ryzen 9 7940HS,32.0,1024.0,16.1,83.0,16MB,8.0,4.0 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 4070,5600MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home SL,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.35 cm,2.4 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB 4 vùng",,,,OMEN,8W945PA,12 tháng,240.0,2560 x 1440,300.0,Gaming
Laptop AI Lenovo LOQ 15APH8 - 82XT00AKVN,26490000.0,Lenovo,AMD Ryzen 7 7840HS,16.0,512.0,15.6,,16MB,8.0,3.8 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 4050,5600MHz,2.0,DDR5,Nahimic Gaming Audio,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",35.96 x 26.48 x 2.21-2.52 cm,2.4 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",không đèn,,Adapter,LOQ,82XT00AKVN,24 tháng,144.0,1920 x 1080,350.0,Gaming
Laptop Lenovo Legion Slim 5 16AHP9 - 83DH003AVN,38590000.0,Lenovo,AMD Ryzen 7 8845HS,16.0,512.0,16.0,80.0,16MB,8.0,3.8 GHz,AMD XDNA 16 TOPS,NVIDIA GeForce RTX 4060,5600MHz,1.0,DDR5,Nahimic Audio,FHD,"Windows 11 Home SL, English","2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",359.7 x 260.5 x 19.9-21.9mm,2.3 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB",không đèn,,,Legion,83DH003AVN,24 tháng,165.0,2560 x 1600,350.0,Gaming
Laptop ACER Swift Go SFG14-72-55HZ,21990000.0,ACER,Intel Core Ultra 5125H,16.0,512.0,14.0,65.0,18MB,14.0,3.6 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,Acer TrueHarmony Technology,QHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",312.9 x 217.91 x 14.9 mm,1.3 kg,Vỏ nhôm,Bạc,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,Cáp + Sạc,Swift Go,NX.KRKSV.002,12 tháng,,2240 x 1400,300.0,basic
Laptop MSI Sword 16 HX B14VEKG-039VN,31990000.0,MSI,Intel Core i714700HX,16.0,1024.0,16.0,65.0,33MB,20.0,2.1 GHz,,NVIDIA GeForce RTX 4050,5600MHz,1.0,DDR5,Hi-Res Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
3 x USB 3.2
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",359 x 266.4 x 21.8-~27.7 mm,2.3 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , RGB",,,Adapter,Sword,039VN,24 tháng,144.0,1920 x 1080,,Gaming
Laptop Dell Gaming G15 5530,41090000.0,Dell,Intel Core i713650HX,16.0,1024.0,15.6,56.0,24MB,14.0,2.6 GHz,,NVIDIA GeForce RTX 4060,4800MHz,2.0,DDR5,,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",21.28 - 26.15 x 357.26 x 274.52 mm,2.6 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB 4 vùng",,,"Adapter, dây nguồn, HDSD,…",Gaming G15,G15-5530-i7H161W11GR4060,12 tháng,165.0,1920 x 1080,,Gaming
Laptop gaming Lenovo Legion 9 16IRX9 - 83G0001AVN,141990000.0,Lenovo,Intel Core i914900HX,64.0,1024.0,16.0,99.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4090,5600MHz,2.0,DDR5,Nahimic Audio,FHD,"Windows 11 Home SL, English","1 x USB Type C
2 x USB 3.2
2 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",357.7 x 277.7 x 18.9-22.7 mm,2.6 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , có phím số , RGB",RGB,Vân tay,,Legion,83G0001AVN,24 tháng,165.0,3200 x 2000,1200.0,Gaming
Laptop ASUS Gaming ROG G614JU-N3135W,31990000.0,ASUS,Intel Core i513450HX,8.0,512.0,16.0,90.0,20MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4050,4800MHz,1.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet , không phím số , RGB",RGB,,,ROG,90NR0CC1-M00660,24 tháng,165.0,1920 x 1200,,Gaming
MacBook Air M2 2023 15 inch,27390000.0,APPLE,Apple M2,8.0,256.0,15.3,53.0,,,,,,,1.0,,,,macOS,"2 x Thunderbolt 3 , 1 x 3.5 mm , Không",,1.5,,Space Grey,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",,,,,MacBook Air,,12 tháng,,2880 x 1864,,Đồ họa - Kỹ thuật
Laptop ASUS Vivobook S 15  | Snapdragon X Elite; AI Copilot+ PC,32990000.0,ASUS,Snapdragon X1E 78 100,32.0,1024.0,15.6,70.0,42MB,12.0,3.4 GHz,Qualcomm AI Engine up to 75 total TOPs,Qualcomm Adreno GPU,,1.0,LPDDR5,Smart Amp Technology,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",35.26 x 22.69 x 1.47 ~ 1.59 cm,1.4 kg,,Bạc,"Wi-Fi 7 , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , LED",không đèn,"Khuôn mặt - Webcam hồng ngoại, Windows Hello, Khởi động BIOS Bảo vệ mật khẩu, Mật khẩu người dùng thiết lập BIOS, Bộ xử lý bảo mật Microsoft Pluton, Mô-đun nền tảng đáng tin cậy (TPM)",,VivoBook,90NB14Q2-M008R0,24 tháng,120.0,2880 x 1620,600.0,basic
Laptop Dell Inspiron 14 5440 - NDY5V1,19990000.0,Dell,Intel Core i51334U,16.0,512.0,14.0,41.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,4400MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",31.40 x 22.62 x 1.99 cm,1.5 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,,Inspiron,NDY5V1,12 tháng,,1920 x 1200,250.0,basic
Laptop Dell Inspiron 14 5440 - 7FN5J,26590000.0,Dell,Intel Core 7 150U,16.0,1024.0,14.0,54.0,12MB,10.0,1.8 GHz,,Intel Iris Xe Graphics,5200MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",31.40 x 22.62 x 1.99 cm,1.6 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,,Inspiron,7FN5J,12 tháng,,1920 x 1200,250.0,basic
Laptop Dell Inspiron 3520 - N5I5052W1,16490000.0,Dell,Intel Core i51235U,16.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,2666MHz,2.0,DDR4,,HD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.850 x 23.556 x 1.696 Cm,1.7 kg,,Bạc,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , không phím số , không đèn",,Không,,Inspiron,N5I5052W1,12 tháng,120.0,1920 x 1080,250.0,basic
Laptop Dell Inspiron 15 3530 - P16WD,21890000.0,Dell,Intel Core i71355U,16.0,1024.0,15.6,54.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,2666MHz,2.0,DDR4,,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",35.850 x 23.556 x (1.696 ~ 1.899) mm,1.7 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , không đèn",không đèn,,,Inspiron,P16WD,12 tháng,120.0,1920 x 1080,250.0,basic
Laptop gaming ASUS TUF Gaming F15 FX507VU-LP197W,29990000.0,ASUS,Intel Core i713620H,32.0,512.0,15.6,90.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4050,4800MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , RGB",không đèn,,,TUF Gaming,90NR0CJ8-M00CE0,24 tháng,144.0,1920 x 1080,,Gaming
Laptop gaming MSI Thin GF63 12VE - 454VN,19990000.0,MSI,Intel Core i512450H,16.0,512.0,15.6,,12MB,8.0,2.0 GHz,,NVIDIA GeForce RTX 4050,3200MHz,1.0,DDR4,Hi-Res Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359 x 254 x 21.7 mm,1.9 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",không đèn,Không,"Adapter, dây nguồn",GF Series,454VN,12 tháng,144.0,1920 x 1080,,Gaming
Laptop HP ProBook 440 G10 - 9H8U6PT,21890000.0,HP,Intel Core i51335U,16.0,512.0,14.0,51.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",32.19 x 21.39 x 1.99 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,"Adapter, dây nguồn",ProBook,9H8U6PT,12 tháng,,1920 x 1080,,basic
Laptop Dell Vostro 3520 - 71030559,16490000.0,Dell,Intel Core i51235U,16.0,512.0,15.6,,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,2666MHz,2.0,DDR4,,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",358.50 x 235.56 x 18.99 mm,1.9 kg,,Xám,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số",,,"Adapter, dây nguồn",Vostro,71030559,12 tháng,120.0,1920 x 1080,250.0,basic
Laptop HP ProBook 450 G10 - 9H8W0PT,26390000.0,HP,Intel Core i71360P,16.0,512.0,15.6,51.0,18MB,12.0,2.2 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.94 x 23.39 x 1.99 cm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",,Vân tay,"Adapter, dây nguồn",ProBook,9H8W0PT,12 tháng,,1920 x 1080,,basic
Laptop Lenovo LOQ 15IRH8 - 82XV00QXVN,27990000.0,Lenovo,Intel Core i713620H,16.0,512.0,15.6,60.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4050,5200MHz,2.0,DDR5,Nahimic Gaming Audio,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.96 x 26.48 x 2.21-2.52 cm,2.4 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB 4 vùng",,,Adapter,LOQ,82XV00QXVN,24 tháng,144.0,1920 x 1080,350.0,Gaming
Laptop Dell Vostro 15 3530 - 80GG93,18490000.0,Dell,Intel Core i51335U,16.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,2666MHz,2.0,DDR4,,HD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C
1 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s",35.85 x 23.56 x 1.90 cm,1.7 kg,,Xám,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",không đèn,,,Vostro,80GG93,12 tháng,120.0,1920 x 1080,250.0,basic
Laptop ACER Swift X 14 AI OLED SFX14-72G-77F9,44990000.0,ACER,Intel Core Ultra 7155H,32.0,1024.0,14.5,76.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4050,6400MHz,1.0,LPDDR5,,HD,Windows 11 Home SL,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",322.79 x 228.12 x 17.9 mm,1.5 kg,Vỏ Nhôm,Xám,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,,"Adapter, dây nguồn, HDSD,…",Swift X,NX.KR7SV.004,12 tháng,120.0,2880 x 1800,400.0,Gaming
Laptop ACER Aspire 3 A314-42P-R3B3,13990000.0,ACER,AMD Ryzen 7 5700U,16.0,512.0,14.0,50.0,8MB,8.0,1.8 GHz,,AMD Radeon Graphics,4266MHz,1.0,LPDDR4,Acer TrueHarmony Technology,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI",318.2 x 225.5 x 17.8 mm,1.4 kg,Vỏ nhựa,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , không đèn",,,"Adapter, dây nguồn, HDSD,…",Aspire 3,NX.KSFSV.001,12 tháng,,1920 x 1200,250.0,basic
Laptop ACER Aspire 5 A515-58M-79R7,20000000.0,ACER,Intel Core i713620H,16.0,512.0,15.6,50.0,24MB,10.0,2.4 GHz,,Intel UHD Graphics 770,4800MHz,1.0,LPDDR5,Acer TrueHarmony Technology,FHD,Windows 11 Home,"2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",362.9 x 237.5 x 17.9 mm,1.7 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",,Vân tay,"Adapter, dây nguồn, HDSD,…",Aspire 5,NX.KQ8SV.007,12 tháng,,1920 x 1080,250.0,basic
Laptop HP ProBook 440 G10 - 9H8U4PT,21490000.0,HP,Intel Core i51335U,8.0,512.0,14.0,51.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,FHD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",32.19 x 21.39 x 1.99 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",ProBook,9H8U4PT,12 tháng,,1920 x 1080,,basic
Laptop HP Elitebook 630 G10 - 9J0B5PT,22690000.0,HP,Intel Core i51335U,16.0,512.0,13.3,43.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",30.69 x 20.84 x 1.59 cm,1.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,,Elitebook,9J0B5PT,12 tháng,,1920 x 1080,,basic
Laptop HP Elitebook 630 G10 - 9H1N9PT,27790000.0,HP,Intel Core i71355U,16.0,512.0,13.3,43.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",30.69 x 20.84 x 1.59 cm,1.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,,Elitebook,9H1N9PT,12 tháng,,1920 x 1080,,basic
Laptop HP Elitebook 630 G10 - 9J0B7PT,27390000.0,HP,Intel Core i71355U,16.0,512.0,13.3,43.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",30.69 x 20.84 x 1.59 cm,1.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,,,Elitebook,9J0B7PT,12 tháng,,1920 x 1080,,basic
Laptop HP ProBook 450 G10 - 9H8H2PT,30590000.0,HP,Intel Core i71355U,16.0,512.0,15.6,51.0,12MB,10.0,1.7 GHz,,NVIDIA GeForce RTX 2050,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.94 x 23.39 x 1.99 cm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",,Vân tay,,ProBook,9H8H2PT,12 tháng,,1920 x 1080,,basic
Laptop ASUS ROG Strix Scar 18 G834JYR-R6011W,109990000.0,ASUS,Intel Core i914900HX,64.0,2048.0,18.0,90.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4090,5600MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 2500 Mbps",39.9 x 29.4 x 2.31 ~ 3.08 cm,3.1 kg,,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",RGB,Không,Balo + Chuột,ROG,90NR0IP2-M000C0,24 tháng,240.0,2560 x 1600,,Gaming
Laptop ASUS ROG Strix Scar 16 G634JZR-NM009W,89990000.0,ASUS,Intel Core i914900HX,64.0,2048.0,16.0,90.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4080,5600MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 2500 Mbps",35.4 x 26.4 x 2.26 ~ 3.04 cm,2.6 kg,,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , RGB",RGB,,Balo + Chuột,ROG,90NR0IC2-M000A0,24 tháng,240.0,2560 x 1600,,Gaming
Laptop gaming HP Omen 16-wf0130TX,55590000.0,HP,Intel Core i713700HX,32.0,1024.0,16.1,83.0,30MB,16.0,2.1 GHz,,NVIDIA GeForce RTX 4070,4800MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home,"2 x USB 3.2
2 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.35 cm,2.3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB 4 vùng",không đèn,Không,"Adapter, dây nguồn,…",OMEN,8W944PA,12 tháng,240.0,2560 x 1440,300.0,Gaming
Laptop Dell Inspiron 15 3520,16490000.0,Dell,Intel Core i51235U,16.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,2666MHz,2.0,DDR4,,HD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",35.85 x 23.55 x 1.9 cm,1.9 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , không đèn",không đèn,Không,,Inspiron,25P231,12 tháng,120.0,1920 x 1080,250.0,basic
Laptop gaming ASUS Tuf Gaming F15 FX507VU-LP198W,26990000.0,ASUS,Intel Core i713620H,8.0,512.0,15.6,90.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4050,5200MHz,1.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , RGB",không đèn,,,TUF,90NR0CJ8-M00CF0,24 tháng,144.0,1920 x 1080,,Gaming
Laptop gaming ASUS Tuf Gaming A15 FA507NV-LP061W,29990000.0,ASUS,AMD Ryzen 7 7735HS,16.0,1024.0,15.6,90.0,16MB,8.0,3.2 GHz,,NVIDIA GeForce RTX 4060,4800MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , RGB",không đèn,,,TUF,90NR0E88-M00980,24 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop ASUS Vivobook 14X OLED K3405ZF-KM184W,25990000.0,ASUS,Intel Core i512500H,16.0,512.0,14.0,63.0,18MB,12.0,2.5 GHz,,NVIDIA GeForce RTX 2050,3200MHz,1.0,DDR4,SonicMaster,HD,Windows 11 Home,"1 x USB Type C/ Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",31.71 x 22.25 x 1.89 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",VivoBook,90NB11H2-M007Z0,24 tháng,,2880 x 1800,600.0,basic
Laptop gaming ACER Nitro V ANV15-51-55CA,26690000.0,ACER,Intel Core i513420H,16.0,512.0,15.6,57.0,12MB,8.0,2.1 GHz,,NVIDIA GeForce RTX 4050,5200MHz,2.0,DDR5,Realtek Audio,HD,Windows 11 Home,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",362.3 x 239.89 x 22.9 - 26.9 mm,2.1 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",không đèn,,"Adapter, dây nguồn,…",Nitro V,NH.QN8SV.004,12 tháng,144.0,1920 x 1080,,Gaming
Laptop Dell Mobile Precision Workstation 7680 - 71024676,88200000.0,Dell,Intel Core i913950HX,32.0,1024.0,16.0,,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 2000,5600MHz,2.0,DDR5,Realtek Audio,FHD,Windows 11 Pro,"1 x USB Type C / DisplayPort
2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",22.30 x 356 x 258.34 (mm),2.6 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,"Adapter, dây nguồn",Workstation,71024676,36 tháng,,1920 x 1200,400.0,Gaming
Laptop Dell Mobile Precision Workstation 3581 - 71023331,45300000.0,Dell,Intel Core i713800H,16.0,512.0,15.6,,24MB,14.0,2.5 GHz,,NVIDIA GeForce RTX A500,4800MHz,1.0,DDR5,,FHD,Ubuntu,"2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",22.7 x 357.80 x 233.30 (mm),1.8 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,"Adapter, dây nguồn",Workstation,71023331,36 tháng,,1920 x 1080,250.0,Gaming
Laptop Dell Mobile Precision Workstation 3581 - 71024677,53900000.0,Dell,Intel Core i713800H,32.0,1024.0,15.6,,24MB,14.0,2.5 GHz,,NVIDIA GeForce RTX A500,5200MHz,2.0,DDR5,,FHD,Windows 11 Pro,"2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",22.7 x 357.80 x 233.30 (mm),1.8 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,"Adapter, dây nguồn",Workstation,71024677,36 tháng,,1920 x 1080,250.0,Gaming
Laptop Lenovo IdeaPad Slim 5 14IRL8 - 82XD007QVN,20990000.0,Lenovo,Intel Core i713620H,16.0,512.0,14.0,57.0,24MB,10.0,2.4 GHz,,Intel UHD Graphics 770,5200MHz,1.0,LPDDR5,Dolby Audio,FHD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",312 x 221 x 16.9 mm,1.5 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , LED",không đèn,,Adapter,Ideapad,82XD007QVN,36 tháng,,1920 x 1200,400.0,basic
